## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics  --CHART_OUTPUT WR069V1ER.gc_bias_metrics.pdf --SUMMARY_OUTPUT WR069V1ER.summary_metrics.txt --IS_BISULFITE_SEQUENCED true --ALSO_IGNORE_DUPLICATES true --INPUT WR069V1ER.sorted.bam --OUTPUT WR069V1ER.gc_bias_metrics.txt --REFERENCE_SEQUENCE grch38p13_lambda_puc.fa  --SCAN_WINDOW_SIZE 100 --MINIMUM_GENOME_FRACTION 1.0E-5 --METRIC_ACCUMULATION_LEVEL ALL_READS --ASSUME_SORTED true --STOP_AFTER 0 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Feb 23 18:38:03 AEDT 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	42	100115791	7357798	10	0.964967	0.000356			
All Reads	ALL	43	93766613	6908749	10	0.967428	0.000368			
All Reads	ALL	44	88114092	6522403	10	0.971918	0.000381			
All Reads	ALL	45	83608187	6194445	10	0.972794	0.000391			
All Reads	ALL	46	80190507	5921981	10	0.969642	0.000398			
All Reads	ALL	47	77498050	5690786	9	0.964159	0.000404			
All Reads	ALL	48	74819675	5455535	9	0.95739	0.00041			
All Reads	ALL	49	71557088	5190658	9	0.952439	0.000418			
All Reads	ALL	50	67428237	4871283	9	0.948569	0.00043			
All Reads	ALL	51	62599246	4517906	9	0.947623	0.000446			
All Reads	ALL	52	57591828	4166608	9	0.949925	0.000465			
All Reads	ALL	53	52909869	3839069	9	0.952701	0.000486			
All Reads	ALL	54	48741872	3553329	9	0.957195	0.000508			
All Reads	ALL	55	45067388	3300195	9	0.96149	0.000529			
All Reads	ALL	56	41525675	3050717	9	0.964612	0.000552			
All Reads	ALL	57	37757460	2775040	9	0.965015	0.000579			
All Reads	ALL	58	33606878	2458098	9	0.96037	0.000613			
All Reads	ALL	59	29109921	2110284	9	0.951847	0.000655			
All Reads	ALL	60	24599672	1753915	9	0.936153	0.000707			
All Reads	ALL	61	20433567	1432339	9	0.920384	0.000769			
All Reads	ALL	62	16876845	1158797	9	0.901537	0.000837			
All Reads	ALL	63	13942437	934922	8	0.880449	0.000911			
All Reads	ALL	64	11519972	756464	8	0.862192	0.000991			
All Reads	ALL	65	9502746	608106	8	0.840229	0.001077			
All Reads	ALL	66	7831353	490276	8	0.821999	0.001174			
All Reads	ALL	67	6363395	389803	8	0.80431	0.001288			
All Reads	ALL	68	5089284	303845	8	0.783904	0.001422			
All Reads	ALL	69	4074158	238044	8	0.767161	0.001572			
All Reads	ALL	70	3269564	186780	8	0.750081	0.001736			
All Reads	ALL	71	2617980	146706	8	0.735782	0.001921			
All Reads	ALL	72	2117944	115887	8	0.718435	0.00211			
All Reads	ALL	73	1728380	93806	8	0.712621	0.002327			
All Reads	ALL	74	1425788	76050	8	0.700344	0.00254			
All Reads	ALL	75	1200072	63526	7	0.695043	0.002758			
All Reads	ALL	76	1034915	53621	7	0.680296	0.002938			
All Reads	ALL	77	911308	45356	7	0.653487	0.003068			
All Reads	ALL	78	811087	38701	7	0.626502	0.003185			
All Reads	ALL	79	708223	32480	7	0.602162	0.003341			
All Reads	ALL	80	604166	27108	7	0.589127	0.003578			
All Reads	ALL	81	508396	22109	7	0.570998	0.00384			
All Reads	ALL	82	426951	17595	7	0.541101	0.004079			
All Reads	ALL	83	351300	14184	7	0.530137	0.004451			
All Reads	ALL	84	272651	10863	7	0.523131	0.005019			
All Reads	ALL	85	197877	8030	7	0.532829	0.005946			
All Reads	ALL	86	132088	5577	7	0.554376	0.007423			
All Reads	ALL	87	86165	4213	7	0.64199	0.009891			
All Reads	ALL	88	59409	2812	6	0.621485	0.01172			
All Reads	ALL	89	38378	1808	6	0.618562	0.014547			
All Reads	ALL	90	25093	1218	7	0.637327	0.018262			
All Reads	ALL	91	16061	697	6	0.569807	0.021583			
All Reads	ALL	92	9569	524	6	0.719005	0.03141			
All Reads	ALL	93	6011	389	6	0.849709	0.043082			
All Reads	ALL	94	3424	157	6	0.602051	0.048049			
All Reads	ALL	95	1675	54	5	0.423298	0.057604			
All Reads	ALL	96	986	20	7	0.26633	0.059553			
All Reads	ALL	97	658	9	6	0.179591	0.059864			
All Reads	ALL	98	328	5	6	0.200154	0.089511			
All Reads	ALL	99	133	0	0	0	0			
All Reads	ALL	100	339	4	8	0.154927	0.077464			
All Reads	UNIQUE	0	133597	1160	18	0.114006	0.003347			
All Reads	UNIQUE	1	97008	1303	17	0.176362	0.004886			
All Reads	UNIQUE	2	113086	1883	17	0.21863	0.005038			
All Reads	UNIQUE	3	144366	2925	17	0.266029	0.004919			
All Reads	UNIQUE	4	155756	3811	16	0.321264	0.005204			
All Reads	UNIQUE	5	158557	4766	16	0.394672	0.005717			
All Reads	UNIQUE	6	179950	5945	16	0.433778	0.005626			
All Reads	UNIQUE	7	193027	7320	15	0.497921	0.00582			
All Reads	UNIQUE	8	220121	9465	15	0.564581	0.005803			
All Reads	UNIQUE	9	248618	11637	15	0.614576	0.005697			
All Reads	UNIQUE	10	292957	15258	14	0.68385	0.005536			
All Reads	UNIQUE	11	357882	20930	14	0.767886	0.005308			
All Reads	UNIQUE	12	466805	28824	14	0.810748	0.004775			
All Reads	UNIQUE	13	615414	42089	13	0.897984	0.004377			
All Reads	UNIQUE	14	872191	62845	13	0.946077	0.003774			
All Reads	UNIQUE	15	1283430	98071	13	1.003312	0.003204			
All Reads	UNIQUE	16	1920373	152228	13	1.040822	0.002668			
All Reads	UNIQUE	17	2884097	237167	13	1.079722	0.002217			
All Reads	UNIQUE	18	4325188	360130	13	1.093256	0.001822			
All Reads	UNIQUE	19	6385214	539740	12	1.109881	0.001511			
All Reads	UNIQUE	20	9221940	783222	12	1.115142	0.00126			
All Reads	UNIQUE	21	12969991	1106530	12	1.120188	0.001065			
All Reads	UNIQUE	22	17709092	1505383	12	1.116139	0.00091			
All Reads	UNIQUE	23	23507823	1992988	12	1.113165	0.000789			
All Reads	UNIQUE	24	30341227	2562046	12	1.108718	0.000693			
All Reads	UNIQUE	25	38049062	3193940	12	1.102174	0.000617			
All Reads	UNIQUE	26	46340122	3875645	12	1.098131	0.000558			
All Reads	UNIQUE	27	55002303	4574333	11	1.091979	0.000511			
All Reads	UNIQUE	28	63744555	5274923	11	1.086527	0.000473			
All Reads	UNIQUE	29	72264669	5958928	11	1.082703	0.000444			
All Reads	UNIQUE	30	80384070	6599700	11	1.078007	0.00042			
All Reads	UNIQUE	31	87952661	7178225	11	1.071607	0.0004			
All Reads	UNIQUE	32	94822082	7702077	11	1.066512	0.000384			
All Reads	UNIQUE	33	100924868	8156204	11	1.061102	0.000372			
All Reads	UNIQUE	34	106336042	8516574	11	1.051603	0.00036			
All Reads	UNIQUE	35	110981640	8791609	11	1.040123	0.000351			
All Reads	UNIQUE	36	114741834	8956549	10	1.024911	0.000342			
All Reads	UNIQUE	37	116830335	8975353	10	1.008703	0.000337			
All Reads	UNIQUE	38	116865262	8851429	10	0.994478	0.000334			
All Reads	UNIQUE	39	115033283	8587809	10	0.980226	0.000334			
All Reads	UNIQUE	40	111474303	8247653	10	0.971456	0.000338			
All Reads	UNIQUE	41	106285838	7813234	10	0.965212	0.000345			
All Reads	UNIQUE	42	100115791	7357798	10	0.964967	0.000356			
All Reads	UNIQUE	43	93766613	6908749	10	0.967428	0.000368			
All Reads	UNIQUE	44	88114092	6522403	10	0.971918	0.000381			
All Reads	UNIQUE	45	83608187	6194445	10	0.972794	0.000391			
All Reads	UNIQUE	46	80190507	5921981	10	0.969642	0.000398			
All Reads	UNIQUE	47	77498050	5690786	9	0.964159	0.000404			
All Reads	UNIQUE	48	74819675	5455535	9	0.95739	0.00041			
All Reads	UNIQUE	49	71557088	5190658	9	0.952439	0.000418			
All Reads	UNIQUE	50	67428237	4871283	9	0.948569	0.00043			
All Reads	UNIQUE	51	62599246	4517906	9	0.947623	0.000446			
All Reads	UNIQUE	52	57591828	4166608	9	0.949925	0.000465			
All Reads	UNIQUE	53	52909869	3839069	9	0.952701	0.000486			
All Reads	UNIQUE	54	48741872	3553329	9	0.957195	0.000508			
All Reads	UNIQUE	55	45067388	3300195	9	0.96149	0.000529			
All Reads	UNIQUE	56	41525675	3050717	9	0.964612	0.000552			
All Reads	UNIQUE	57	37757460	2775040	9	0.965015	0.000579			
All Reads	UNIQUE	58	33606878	2458098	9	0.96037	0.000613			
All Reads	UNIQUE	59	29109921	2110284	9	0.951847	0.000655			
All Reads	UNIQUE	60	24599672	1753915	9	0.936153	0.000707			
All Reads	UNIQUE	61	20433567	1432339	9	0.920384	0.000769			
All Reads	UNIQUE	62	16876845	1158797	9	0.901537	0.000837			
All Reads	UNIQUE	63	13942437	934922	8	0.880449	0.000911			
All Reads	UNIQUE	64	11519972	756464	8	0.862192	0.000991			
All Reads	UNIQUE	65	9502746	608106	8	0.840229	0.001077			
All Reads	UNIQUE	66	7831353	490276	8	0.821999	0.001174			
All Reads	UNIQUE	67	6363395	389803	8	0.80431	0.001288			
All Reads	UNIQUE	68	5089284	303845	8	0.783904	0.001422			
All Reads	UNIQUE	69	4074158	238044	8	0.767161	0.001572			
All Reads	UNIQUE	70	3269564	186780	8	0.750081	0.001736			
All Reads	UNIQUE	71	2617980	146706	8	0.735782	0.001921			
All Reads	UNIQUE	72	2117944	115887	8	0.718435	0.00211			
All Reads	UNIQUE	73	1728380	93806	8	0.712621	0.002327			
All Reads	UNIQUE	74	1425788	76050	8	0.700344	0.00254			
All Reads	UNIQUE	75	1200072	63526	7	0.695043	0.002758			
All Reads	UNIQUE	76	1034915	53621	7	0.680296	0.002938			
All Reads	UNIQUE	77	911308	45356	7	0.653487	0.003068			
All Reads	UNIQUE	78	811087	38701	7	0.626502	0.003185			
All Reads	UNIQUE	79	708223	32480	7	0.602162	0.003341			
All Reads	UNIQUE	80	604166	27108	7	0.589127	0.003578			
All Reads	UNIQUE	81	508396	22109	7	0.570998	0.00384			
All Reads	UNIQUE	82	426951	17595	7	0.541101	0.004079			
All Reads	UNIQUE	83	351300	14184	7	0.530137	0.004451			
All Reads	UNIQUE	84	272651	10863	7	0.523131	0.005019			
All Reads	UNIQUE	85	197877	8030	7	0.532829	0.005946			
All Reads	UNIQUE	86	132088	5577	7	0.554376	0.007423			
All Reads	UNIQUE	87	86165	4213	7	0.64199	0.009891			
All Reads	UNIQUE	88	59409	2812	6	0.621485	0.01172			
All Reads	UNIQUE	89	38378	1808	6	0.618562	0.014547			
All Reads	UNIQUE	90	25093	1218	7	0.637327	0.018262			
All Reads	UNIQUE	91	16061	697	6	0.569807	0.021583			
All Reads	UNIQUE	92	9569	524	6	0.719005	0.03141			
All Reads	UNIQUE	93	6011	389	6	0.849709	0.043082			
All Reads	UNIQUE	94	3424	157	6	0.602051	0.048049			
All Reads	UNIQUE	95	1675	54	5	0.423298	0.057604			
All Reads	UNIQUE	96	986	20	7	0.26633	0.059553			
All Reads	UNIQUE	97	658	9	6	0.179591	0.059864			
All Reads	UNIQUE	98	328	5	6	0.200154	0.089511			
All Reads	UNIQUE	99	133	0	0	0	0			
All Reads	UNIQUE	100	339	4	8	0.154927	0.077464			


