## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics  --CHART_OUTPUT WR069V9ER.gc_bias_metrics.pdf --SUMMARY_OUTPUT WR069V9ER.summary_metrics.txt --IS_BISULFITE_SEQUENCED true --ALSO_IGNORE_DUPLICATES true --INPUT WR069V9ER.sorted.bam --OUTPUT WR069V9ER.gc_bias_metrics.txt --REFERENCE_SEQUENCE grch38p13_lambda_puc.fa  --SCAN_WINDOW_SIZE 100 --MINIMUM_GENOME_FRACTION 1.0E-5 --METRIC_ACCUMULATION_LEVEL ALL_READS --ASSUME_SORTED true --STOP_AFTER 0 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Feb 23 18:38:03 AEDT 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	UNIQUE	39	115033283	9490100	10	0.979225	0.000318			
All Reads	UNIQUE	40	111474303	9111637	10	0.970191	0.000321			
All Reads	UNIQUE	41	106285838	8645991	10	0.96555	0.000328			
All Reads	UNIQUE	42	100115791	8146408	10	0.965826	0.000338			
All Reads	UNIQUE	43	93766613	7661760	10	0.969875	0.00035			
All Reads	UNIQUE	44	88114092	7243782	10	0.975788	0.000363			
All Reads	UNIQUE	45	83608187	6883074	10	0.977168	0.000372			
All Reads	UNIQUE	46	80190507	6582615	10	0.974341	0.00038			
All Reads	UNIQUE	47	77498050	6330991	9	0.969653	0.000385			
All Reads	UNIQUE	48	74819675	6068154	9	0.962667	0.000391			
All Reads	UNIQUE	49	71557088	5778785	9	0.95856	0.000399			
All Reads	UNIQUE	50	67428237	5421149	9	0.9543	0.00041			
All Reads	UNIQUE	51	62599246	5024803	9	0.952764	0.000425			
All Reads	UNIQUE	52	57591828	4633424	9	0.954941	0.000444			
All Reads	UNIQUE	53	52909869	4270675	9	0.958066	0.000464			
All Reads	UNIQUE	54	48741872	3949680	9	0.961823	0.000484			
All Reads	UNIQUE	55	45067388	3673695	9	0.967556	0.000505			
All Reads	UNIQUE	56	41525675	3390759	9	0.969205	0.000526			
All Reads	UNIQUE	57	37757460	3087587	9	0.970626	0.000552			
All Reads	UNIQUE	58	33606878	2734189	9	0.965686	0.000584			
All Reads	UNIQUE	59	29109921	2344074	9	0.955797	0.000624			
All Reads	UNIQUE	60	24599672	1956777	9	0.944164	0.000675			
All Reads	UNIQUE	61	20433567	1594387	9	0.926158	0.000733			
All Reads	UNIQUE	62	16876845	1293809	9	0.909943	0.0008			
All Reads	UNIQUE	63	13942437	1043093	8	0.888014	0.000869			
All Reads	UNIQUE	64	11519972	843353	8	0.868947	0.000946			
All Reads	UNIQUE	65	9502746	679323	8	0.848521	0.001029			
All Reads	UNIQUE	66	7831353	547156	8	0.829296	0.001121			
All Reads	UNIQUE	67	6363395	435826	8	0.812942	0.001231			
All Reads	UNIQUE	68	5089284	341866	8	0.797324	0.001364			
All Reads	UNIQUE	69	4074158	268959	8	0.783581	0.001511			
All Reads	UNIQUE	70	3269564	211457	8	0.767658	0.001669			
All Reads	UNIQUE	71	2617980	166119	8	0.753162	0.001848			
All Reads	UNIQUE	72	2117944	132265	8	0.741252	0.002038			
All Reads	UNIQUE	73	1728380	106746	8	0.733074	0.002244			
All Reads	UNIQUE	74	1425788	87044	7	0.724635	0.002456			
All Reads	UNIQUE	75	1200072	72675	7	0.718808	0.002666			
All Reads	UNIQUE	76	1034915	61890	7	0.709825	0.002853			
All Reads	UNIQUE	77	911308	52624	7	0.685416	0.002988			
All Reads	UNIQUE	78	811087	44849	7	0.656328	0.003099			
All Reads	UNIQUE	79	708223	38156	7	0.639482	0.003274			
All Reads	UNIQUE	80	604166	31714	7	0.62306	0.003499			
All Reads	UNIQUE	81	508396	25763	7	0.601492	0.003747			
All Reads	UNIQUE	82	426951	20768	7	0.577367	0.004006			
All Reads	UNIQUE	83	351300	16395	7	0.553948	0.004326			
All Reads	UNIQUE	84	272651	12526	7	0.545307	0.004872			
All Reads	UNIQUE	85	197877	9222	7	0.553178	0.00576			
All Reads	UNIQUE	86	132088	6638	7	0.596498	0.007321			
All Reads	UNIQUE	87	86165	4814	7	0.663148	0.009558			
All Reads	UNIQUE	88	59409	3261	7	0.651529	0.011409			
All Reads	UNIQUE	89	38378	2122	6	0.656294	0.014247			
All Reads	UNIQUE	90	25093	1384	6	0.654665	0.017597			
All Reads	UNIQUE	91	16061	822	6	0.607484	0.021188			
All Reads	UNIQUE	92	9569	561	7	0.695876	0.02938			
All Reads	UNIQUE	93	6011	382	6	0.754314	0.038594			
All Reads	UNIQUE	94	3424	180	6	0.623985	0.046509			
All Reads	UNIQUE	95	1675	57	6	0.40392	0.053501			
All Reads	UNIQUE	96	986	20	5	0.240762	0.053836			
All Reads	UNIQUE	97	658	13	5	0.234505	0.06504			
All Reads	UNIQUE	98	328	1	14	0.036188	0.036188			
All Reads	UNIQUE	99	133	0	0	0	0			
All Reads	UNIQUE	100	339	3	4	0.105041	0.060645			


