## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics  --CHART_OUTPUT WR025V1WR.gc_bias_metrics.pdf --SUMMARY_OUTPUT WR025V1WR.summary_metrics.txt --IS_BISULFITE_SEQUENCED true --ALSO_IGNORE_DUPLICATES true --INPUT WR025V1WR.sorted.bam --OUTPUT WR025V1WR.gc_bias_metrics.txt --REFERENCE_SEQUENCE grch38p13_lambda_puc.fa  --SCAN_WINDOW_SIZE 100 --MINIMUM_GENOME_FRACTION 1.0E-5 --METRIC_ACCUMULATION_LEVEL ALL_READS --ASSUME_SORTED true --STOP_AFTER 0 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Feb 23 18:38:03 AEDT 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	21	12969991	1360186	12	1.174392	0.001007			
All Reads	ALL	22	17709092	1855141	12	1.1731	0.000861			
All Reads	ALL	23	23507823	2458307	12	1.171057	0.000747			
All Reads	ALL	24	30341227	3161779	12	1.166951	0.000656			
All Reads	ALL	25	38049062	3934383	12	1.157943	0.000584			
All Reads	ALL	26	46340122	4774548	12	1.153797	0.000528			
All Reads	ALL	27	55002303	5629603	12	1.146176	0.000483			
All Reads	ALL	28	63744555	6493074	11	1.140674	0.000448			
All Reads	ALL	29	72264669	7322646	11	1.13474	0.000419			
All Reads	ALL	30	80384070	8094211	11	1.12761	0.000396			
All Reads	ALL	31	87952661	8801046	11	1.120572	0.000378			
All Reads	ALL	32	94822082	9415996	11	1.112016	0.000362			
All Reads	ALL	33	100924868	9937024	11	1.102586	0.00035			
All Reads	ALL	34	106336042	10338737	11	1.088783	0.000339			
All Reads	ALL	35	110981640	10622670	11	1.071857	0.000329			
All Reads	ALL	36	114741834	10757068	11	1.049848	0.00032			
All Reads	ALL	37	116830335	10726925	10	1.028192	0.000314			
All Reads	ALL	38	116865262	10529323	10	1.008949	0.000311			
All Reads	ALL	39	115033283	10180979	10	0.991107	0.000311			
All Reads	ALL	40	111474303	9745600	10	0.979012	0.000314			
All Reads	ALL	41	106285838	9223382	10	0.971783	0.00032			
All Reads	ALL	42	100115791	8670505	10	0.969831	0.000329			
All Reads	ALL	43	93766613	8132752	10	0.971278	0.000341			
All Reads	ALL	44	88114092	7663666	10	0.97397	0.000352			
All Reads	ALL	45	83608187	7258358	10	0.972174	0.000361			
All Reads	ALL	46	80190507	6913062	10	0.965388	0.000367			
All Reads	ALL	47	77498050	6616695	10	0.956103	0.000372			
All Reads	ALL	48	74819675	6310300	10	0.944471	0.000376			
All Reads	ALL	49	71557088	5958359	9	0.932456	0.000382			
All Reads	ALL	50	67428237	5547050	9	0.921244	0.000391			
All Reads	ALL	51	62599246	5086862	9	0.909987	0.000403			
All Reads	ALL	52	57591828	4638689	9	0.901963	0.000419			
All Reads	ALL	53	52909869	4225596	9	0.894346	0.000435			
All Reads	ALL	54	48741872	3872558	9	0.889713	0.000452			
All Reads	ALL	55	45067388	3568849	9	0.886789	0.000469			
All Reads	ALL	56	41525675	3275898	9	0.883422	0.000488			
All Reads	ALL	57	37757460	2956987	9	0.877003	0.00051			
All Reads	ALL	58	33606878	2592582	9	0.863891	0.000537			
All Reads	ALL	59	29109921	2193157	9	0.84369	0.00057			
All Reads	ALL	60	24599672	1798497	9	0.818719	0.00061			
All Reads	ALL	61	20433567	1437202	9	0.78764	0.000657			
All Reads	ALL	62	16876845	1138565	9	0.755476	0.000708			
All Reads	ALL	63	13942437	900938	9	0.72362	0.000762			
All Reads	ALL	64	11519972	712018	9	0.69214	0.00082			
All Reads	ALL	65	9502746	560662	8	0.660703	0.000882			
All Reads	ALL	66	7831353	440495	8	0.629881	0.000949			
All Reads	ALL	67	6363395	343509	8	0.60451	0.001031			
All Reads	ALL	68	5089284	264885	8	0.582848	0.001132			
All Reads	ALL	69	4074158	204362	8	0.561716	0.001243			
All Reads	ALL	70	3269564	157113	8	0.538117	0.001358			
All Reads	ALL	71	2617980	121231	8	0.518563	0.001489			
All Reads	ALL	72	2117944	94512	8	0.49972	0.001625			
All Reads	ALL	73	1728380	73951	8	0.479136	0.001762			
All Reads	ALL	74	1425788	58614	8	0.460363	0.001902			
All Reads	ALL	75	1200072	47290	8	0.441282	0.002029			
All Reads	ALL	76	1034915	39385	7	0.426168	0.002147			
All Reads	ALL	77	911308	32495	7	0.399306	0.002215			
All Reads	ALL	78	811087	26598	7	0.367228	0.002252			
All Reads	ALL	79	708223	21754	7	0.343972	0.002332			
All Reads	ALL	80	604166	17257	7	0.319863	0.002435			
All Reads	ALL	81	508396	13390	7	0.294939	0.002549			
All Reads	ALL	82	426951	10237	7	0.268503	0.002654			
All Reads	ALL	83	351300	7650	7	0.243858	0.002788			
All Reads	ALL	84	272651	5462	7	0.224336	0.003035			
All Reads	ALL	85	197877	3918	7	0.22173	0.003542			
All Reads	ALL	86	132088	2545	7	0.215764	0.004277			
All Reads	ALL	87	86165	1866	7	0.242513	0.005614			
All Reads	ALL	88	59409	1201	6	0.226384	0.006532			
All Reads	ALL	89	38378	685	6	0.199877	0.007637			
All Reads	ALL	90	25093	440	7	0.196361	0.009361			
All Reads	ALL	91	16061	224	6	0.156182	0.010435			
All Reads	ALL	92	9569	155	7	0.181393	0.01457			
All Reads	ALL	93	6011	97	7	0.180709	0.018348			
All Reads	ALL	94	3424	53	7	0.173339	0.02381			
All Reads	ALL	95	1675	20	4	0.133712	0.029899			
All Reads	ALL	96	986	6	8	0.068144	0.02782			
All Reads	ALL	97	658	0	0	0	0			
All Reads	ALL	98	328	1	0	0.034141	0.034141			
All Reads	ALL	99	133	0	0	0	0			
All Reads	ALL	100	339	1	2	0.033034	0.033034			
All Reads	UNIQUE	0	133597	2224	19	0.18642	0.003953			
All Reads	UNIQUE	1	97008	2226	18	0.256964	0.005446			
All Reads	UNIQUE	2	113086	3052	18	0.302225	0.005471			
All Reads	UNIQUE	3	144366	4508	18	0.349682	0.005208			
All Reads	UNIQUE	4	155756	5445	17	0.391478	0.005305			
All Reads	UNIQUE	5	158557	6429	17	0.454059	0.005663			
All Reads	UNIQUE	6	179950	7855	16	0.48882	0.005515			
All Reads	UNIQUE	7	193027	9321	16	0.540753	0.005601			
All Reads	UNIQUE	8	220121	11633	15	0.591813	0.005487			
All Reads	UNIQUE	9	248618	14654	15	0.660052	0.005453			
All Reads	UNIQUE	10	292957	19083	15	0.729453	0.00528			
All Reads	UNIQUE	11	357882	25347	14	0.793124	0.004982			
All Reads	UNIQUE	12	466805	35449	14	0.850399	0.004517			
All Reads	UNIQUE	13	615414	50846	14	0.925217	0.004103			
All Reads	UNIQUE	14	872191	77351	13	0.993136	0.003571			
All Reads	UNIQUE	15	1283430	119467	13	1.04239	0.003016			
All Reads	UNIQUE	16	1920373	186764	13	1.089085	0.00252			
All Reads	UNIQUE	17	2884097	288405	13	1.119818	0.002085			
All Reads	UNIQUE	18	4325188	442459	13	1.145572	0.001722			
All Reads	UNIQUE	19	6385214	665080	13	1.166414	0.00143			
All Reads	UNIQUE	20	9221940	966227	12	1.173306	0.001194			
All Reads	UNIQUE	21	12969991	1360186	12	1.174392	0.001007			
All Reads	UNIQUE	22	17709092	1855141	12	1.1731	0.000861			
All Reads	UNIQUE	23	23507823	2458307	12	1.171057	0.000747			
All Reads	UNIQUE	24	30341227	3161779	12	1.166951	0.000656			
All Reads	UNIQUE	25	38049062	3934383	12	1.157943	0.000584			
All Reads	UNIQUE	26	46340122	4774548	12	1.153797	0.000528			
All Reads	UNIQUE	27	55002303	5629603	12	1.146176	0.000483			
All Reads	UNIQUE	28	63744555	6493074	11	1.140674	0.000448			
All Reads	UNIQUE	29	72264669	7322646	11	1.13474	0.000419			
All Reads	UNIQUE	30	80384070	8094211	11	1.12761	0.000396			
All Reads	UNIQUE	31	87952661	8801046	11	1.120572	0.000378			
All Reads	UNIQUE	32	94822082	9415996	11	1.112016	0.000362			
All Reads	UNIQUE	33	100924868	9937024	11	1.102586	0.00035			
All Reads	UNIQUE	34	106336042	10338737	11	1.088783	0.000339			
All Reads	UNIQUE	35	110981640	10622670	11	1.071857	0.000329			
All Reads	UNIQUE	36	114741834	10757068	11	1.049848	0.00032			
All Reads	UNIQUE	37	116830335	10726925	10	1.028192	0.000314			
All Reads	UNIQUE	38	116865262	10529323	10	1.008949	0.000311			
All Reads	UNIQUE	39	115033283	10180979	10	0.991107	0.000311			
All Reads	UNIQUE	40	111474303	9745600	10	0.979012	0.000314			
All Reads	UNIQUE	41	106285838	9223382	10	0.971783	0.00032			
All Reads	UNIQUE	42	100115791	8670505	10	0.969831	0.000329			
All Reads	UNIQUE	43	93766613	8132752	10	0.971278	0.000341			
All Reads	UNIQUE	44	88114092	7663666	10	0.97397	0.000352			
All Reads	UNIQUE	45	83608187	7258358	10	0.972174	0.000361			
All Reads	UNIQUE	46	80190507	6913062	10	0.965388	0.000367			
All Reads	UNIQUE	47	77498050	6616695	10	0.956103	0.000372			
All Reads	UNIQUE	48	74819675	6310300	10	0.944471	0.000376			
All Reads	UNIQUE	49	71557088	5958359	9	0.932456	0.000382			
All Reads	UNIQUE	50	67428237	5547050	9	0.921244	0.000391			
All Reads	UNIQUE	51	62599246	5086862	9	0.909987	0.000403			
All Reads	UNIQUE	52	57591828	4638689	9	0.901963	0.000419			
All Reads	UNIQUE	53	52909869	4225596	9	0.894346	0.000435			
All Reads	UNIQUE	54	48741872	3872558	9	0.889713	0.000452			
All Reads	UNIQUE	55	45067388	3568849	9	0.886789	0.000469			
All Reads	UNIQUE	56	41525675	3275898	9	0.883422	0.000488			
All Reads	UNIQUE	57	37757460	2956987	9	0.877003	0.00051			
All Reads	UNIQUE	58	33606878	2592582	9	0.863891	0.000537			
All Reads	UNIQUE	59	29109921	2193157	9	0.84369	0.00057			
All Reads	UNIQUE	60	24599672	1798497	9	0.818719	0.00061			
All Reads	UNIQUE	61	20433567	1437202	9	0.78764	0.000657			
All Reads	UNIQUE	62	16876845	1138565	9	0.755476	0.000708			
All Reads	UNIQUE	63	13942437	900938	9	0.72362	0.000762			
All Reads	UNIQUE	64	11519972	712018	9	0.69214	0.00082			
All Reads	UNIQUE	65	9502746	560662	8	0.660703	0.000882			
All Reads	UNIQUE	66	7831353	440495	8	0.629881	0.000949			
All Reads	UNIQUE	67	6363395	343509	8	0.60451	0.001031			
All Reads	UNIQUE	68	5089284	264885	8	0.582848	0.001132			
All Reads	UNIQUE	69	4074158	204362	8	0.561716	0.001243			
All Reads	UNIQUE	70	3269564	157113	8	0.538117	0.001358			
All Reads	UNIQUE	71	2617980	121231	8	0.518563	0.001489			
All Reads	UNIQUE	72	2117944	94512	8	0.49972	0.001625			
All Reads	UNIQUE	73	1728380	73951	8	0.479136	0.001762			
All Reads	UNIQUE	74	1425788	58614	8	0.460363	0.001902			
All Reads	UNIQUE	75	1200072	47290	8	0.441282	0.002029			
All Reads	UNIQUE	76	1034915	39385	7	0.426168	0.002147			
All Reads	UNIQUE	77	911308	32495	7	0.399306	0.002215			
All Reads	UNIQUE	78	811087	26598	7	0.367228	0.002252			
All Reads	UNIQUE	79	708223	21754	7	0.343972	0.002332			
All Reads	UNIQUE	80	604166	17257	7	0.319863	0.002435			
All Reads	UNIQUE	81	508396	13390	7	0.294939	0.002549			
All Reads	UNIQUE	82	426951	10237	7	0.268503	0.002654			
All Reads	UNIQUE	83	351300	7650	7	0.243858	0.002788			
All Reads	UNIQUE	84	272651	5462	7	0.224336	0.003035			
All Reads	UNIQUE	85	197877	3918	7	0.22173	0.003542			
All Reads	UNIQUE	86	132088	2545	7	0.215764	0.004277			
All Reads	UNIQUE	87	86165	1866	7	0.242513	0.005614			
All Reads	UNIQUE	88	59409	1201	6	0.226384	0.006532			
All Reads	UNIQUE	89	38378	685	6	0.199877	0.007637			
All Reads	UNIQUE	90	25093	440	7	0.196361	0.009361			
All Reads	UNIQUE	91	16061	224	6	0.156182	0.010435			
All Reads	UNIQUE	92	9569	155	7	0.181393	0.01457			
All Reads	UNIQUE	93	6011	97	7	0.180709	0.018348			
All Reads	UNIQUE	94	3424	53	7	0.173339	0.02381			
All Reads	UNIQUE	95	1675	20	4	0.133712	0.029899			
All Reads	UNIQUE	96	986	6	8	0.068144	0.02782			
All Reads	UNIQUE	97	658	0	0	0	0			
All Reads	UNIQUE	98	328	1	0	0.034141	0.034141			
All Reads	UNIQUE	99	133	0	0	0	0			
All Reads	UNIQUE	100	339	1	2	0.033034	0.033034			


