## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics  --CHART_OUTPUT WR069V1WR.gc_bias_metrics.pdf --SUMMARY_OUTPUT WR069V1WR.summary_metrics.txt --IS_BISULFITE_SEQUENCED true --ALSO_IGNORE_DUPLICATES true --INPUT WR069V1WR.sorted.bam --OUTPUT WR069V1WR.gc_bias_metrics.txt --REFERENCE_SEQUENCE grch38p13_lambda_puc.fa  --SCAN_WINDOW_SIZE 100 --MINIMUM_GENOME_FRACTION 1.0E-5 --METRIC_ACCUMULATION_LEVEL ALL_READS --ASSUME_SORTED true --STOP_AFTER 0 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Feb 23 18:38:03 AEDT 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	38	116865262	10552427	10	1.006095	0.00031			
All Reads	ALL	39	115033283	10236841	10	0.99155	0.00031			
All Reads	ALL	40	111474303	9825942	10	0.982136	0.000313			
All Reads	ALL	41	106285838	9317499	10	0.976778	0.00032			
All Reads	ALL	42	100115791	8787791	10	0.978023	0.00033			
All Reads	ALL	43	93766613	8269734	10	0.982687	0.000342			
All Reads	ALL	44	88114092	7807982	10	0.987337	0.000353			
All Reads	ALL	45	83608187	7409653	10	0.987464	0.000363			
All Reads	ALL	46	80190507	7080966	10	0.983879	0.00037			
All Reads	ALL	47	77498050	6792808	10	0.976631	0.000375			
All Reads	ALL	48	74819675	6497089	10	0.967554	0.00038			
All Reads	ALL	49	71557088	6143894	9	0.956672	0.000386			
All Reads	ALL	50	67428237	5726453	9	0.946272	0.000395			
All Reads	ALL	51	62599246	5269596	9	0.937951	0.000409			
All Reads	ALL	52	57591828	4798766	9	0.928412	0.000424			
All Reads	ALL	53	52909869	4379563	9	0.922287	0.000441			
All Reads	ALL	54	48741872	4017717	9	0.918437	0.000458			
All Reads	ALL	55	45067388	3703187	9	0.915557	0.000476			
All Reads	ALL	56	41525675	3402888	9	0.913068	0.000495			
All Reads	ALL	57	37757460	3076778	9	0.907957	0.000518			
All Reads	ALL	58	33606878	2702823	9	0.89611	0.000545			
All Reads	ALL	59	29109921	2297113	9	0.879252	0.00058			
All Reads	ALL	60	24599672	1883065	9	0.852919	0.000622			
All Reads	ALL	61	20433567	1514721	9	0.825963	0.000671			
All Reads	ALL	62	16876845	1207177	9	0.796988	0.000725			
All Reads	ALL	63	13942437	957318	9	0.76505	0.000782			
All Reads	ALL	64	11519972	760876	9	0.735927	0.000844			
All Reads	ALL	65	9502746	603887	8	0.708074	0.000911			
All Reads	ALL	66	7831353	477006	8	0.678671	0.000983			
All Reads	ALL	67	6363395	373738	8	0.654411	0.00107			
All Reads	ALL	68	5089284	289430	8	0.633664	0.001178			
All Reads	ALL	69	4074158	224045	8	0.61273	0.001294			
All Reads	ALL	70	3269564	174012	8	0.593009	0.001422			
All Reads	ALL	71	2617980	135020	8	0.574651	0.001564			
All Reads	ALL	72	2117944	105742	8	0.556295	0.001711			
All Reads	ALL	73	1728380	83015	8	0.535167	0.001857			
All Reads	ALL	74	1425788	66416	8	0.519027	0.002014			
All Reads	ALL	75	1200072	54650	8	0.507405	0.002171			
All Reads	ALL	76	1034915	45597	7	0.490912	0.002299			
All Reads	ALL	77	911308	37809	7	0.462277	0.002377			
All Reads	ALL	78	811087	31371	7	0.430956	0.002433			
All Reads	ALL	79	708223	25693	7	0.404219	0.002522			
All Reads	ALL	80	604166	20578	7	0.379506	0.002646			
All Reads	ALL	81	508396	16078	7	0.352372	0.002779			
All Reads	ALL	82	426951	12423	7	0.324206	0.002909			
All Reads	ALL	83	351300	9534	7	0.302391	0.003097			
All Reads	ALL	84	272651	6751	7	0.275888	0.003358			
All Reads	ALL	85	197877	4858	7	0.273548	0.003925			
All Reads	ALL	86	132088	3358	7	0.283263	0.004888			
All Reads	ALL	87	86165	2332	7	0.301557	0.006245			
All Reads	ALL	88	59409	1452	6	0.272324	0.007147			
All Reads	ALL	89	38378	937	6	0.272038	0.008887			
All Reads	ALL	90	25093	603	6	0.267754	0.010904			
All Reads	ALL	91	16061	344	6	0.238648	0.012867			
All Reads	ALL	92	9569	220	7	0.25617	0.017271			
All Reads	ALL	93	6011	119	7	0.220583	0.020221			
All Reads	ALL	94	3424	58	7	0.188741	0.024783			
All Reads	ALL	95	1675	29	7	0.19291	0.035823			
All Reads	ALL	96	986	15	6	0.169507	0.043766			
All Reads	ALL	97	658	3	2	0.0508	0.02933			
All Reads	ALL	98	328	2	2	0.06794	0.048041			
All Reads	ALL	99	133	0	0	0	0			
All Reads	ALL	100	339	0	0	0	0			
All Reads	UNIQUE	0	133597	1569	19	0.130857	0.003304			
All Reads	UNIQUE	1	97008	1627	19	0.186875	0.004633			
All Reads	UNIQUE	2	113086	2275	18	0.224153	0.0047			
All Reads	UNIQUE	3	144366	3219	17	0.248444	0.004379			
All Reads	UNIQUE	4	155756	4188	17	0.299595	0.004629			
All Reads	UNIQUE	5	158557	5136	17	0.360921	0.005036			
All Reads	UNIQUE	6	179950	6352	16	0.393306	0.004935			
All Reads	UNIQUE	7	193027	7711	16	0.445107	0.005069			
All Reads	UNIQUE	8	220121	9932	15	0.502744	0.005045			
All Reads	UNIQUE	9	248618	12544	15	0.56218	0.005019			
All Reads	UNIQUE	10	292957	16734	15	0.636455	0.00492			
All Reads	UNIQUE	11	357882	22709	14	0.707018	0.004692			
All Reads	UNIQUE	12	466805	31697	14	0.75658	0.00425			
All Reads	UNIQUE	13	615414	46851	14	0.848249	0.003919			
All Reads	UNIQUE	14	872191	71178	13	0.909298	0.003408			
All Reads	UNIQUE	15	1283430	111295	13	0.966219	0.002896			
All Reads	UNIQUE	16	1920373	175377	13	1.017558	0.00243			
All Reads	UNIQUE	17	2884097	273569	13	1.056888	0.002021			
All Reads	UNIQUE	18	4325188	420616	13	1.08356	0.001671			
All Reads	UNIQUE	19	6385214	629992	13	1.099339	0.001385			
All Reads	UNIQUE	20	9221940	917348	12	1.108368	0.001157			
All Reads	UNIQUE	21	12969991	1299585	12	1.116444	0.000979			
All Reads	UNIQUE	22	17709092	1777099	12	1.118117	0.000839			
All Reads	UNIQUE	23	23507823	2359017	12	1.118126	0.000728			
All Reads	UNIQUE	24	30341227	3038763	12	1.115927	0.00064			
All Reads	UNIQUE	25	38049062	3799496	12	1.112638	0.000571			
All Reads	UNIQUE	26	46340122	4621323	12	1.111172	0.000517			
All Reads	UNIQUE	27	55002303	5472847	12	1.108676	0.000474			
All Reads	UNIQUE	28	63744555	6323021	11	1.105232	0.00044			
All Reads	UNIQUE	29	72264669	7146079	11	1.101828	0.000412			
All Reads	UNIQUE	30	80384070	7924873	11	1.098486	0.00039			
All Reads	UNIQUE	31	87952661	8636313	11	1.094086	0.000372			
All Reads	UNIQUE	32	94822082	9261664	11	1.088307	0.000358			
All Reads	UNIQUE	33	100924868	9806072	11	1.082602	0.000346			
All Reads	UNIQUE	34	106336042	10226795	11	1.071596	0.000335			
All Reads	UNIQUE	35	110981640	10535767	11	1.05776	0.000326			
All Reads	UNIQUE	36	114741834	10708402	11	1.03986	0.000318			
All Reads	UNIQUE	37	116830335	10712362	11	1.021649	0.000312			
All Reads	UNIQUE	38	116865262	10552427	10	1.006095	0.00031			
All Reads	UNIQUE	39	115033283	10236841	10	0.99155	0.00031			
All Reads	UNIQUE	40	111474303	9825942	10	0.982136	0.000313			
All Reads	UNIQUE	41	106285838	9317499	10	0.976778	0.00032			
All Reads	UNIQUE	42	100115791	8787791	10	0.978023	0.00033			
All Reads	UNIQUE	43	93766613	8269734	10	0.982687	0.000342			
All Reads	UNIQUE	44	88114092	7807982	10	0.987337	0.000353			
All Reads	UNIQUE	45	83608187	7409653	10	0.987464	0.000363			
All Reads	UNIQUE	46	80190507	7080966	10	0.983879	0.00037			
All Reads	UNIQUE	47	77498050	6792808	10	0.976631	0.000375			
All Reads	UNIQUE	48	74819675	6497089	10	0.967554	0.00038			
All Reads	UNIQUE	49	71557088	6143894	9	0.956672	0.000386			
All Reads	UNIQUE	50	67428237	5726453	9	0.946272	0.000395			
All Reads	UNIQUE	51	62599246	5269596	9	0.937951	0.000409			
All Reads	UNIQUE	52	57591828	4798766	9	0.928412	0.000424			
All Reads	UNIQUE	53	52909869	4379563	9	0.922287	0.000441			
All Reads	UNIQUE	54	48741872	4017717	9	0.918437	0.000458			
All Reads	UNIQUE	55	45067388	3703187	9	0.915557	0.000476			
All Reads	UNIQUE	56	41525675	3402888	9	0.913068	0.000495			
All Reads	UNIQUE	57	37757460	3076778	9	0.907957	0.000518			
All Reads	UNIQUE	58	33606878	2702823	9	0.89611	0.000545			
All Reads	UNIQUE	59	29109921	2297113	9	0.879252	0.00058			
All Reads	UNIQUE	60	24599672	1883065	9	0.852919	0.000622			
All Reads	UNIQUE	61	20433567	1514721	9	0.825963	0.000671			
All Reads	UNIQUE	62	16876845	1207177	9	0.796988	0.000725			
All Reads	UNIQUE	63	13942437	957318	9	0.76505	0.000782			
All Reads	UNIQUE	64	11519972	760876	9	0.735927	0.000844			
All Reads	UNIQUE	65	9502746	603887	8	0.708074	0.000911			
All Reads	UNIQUE	66	7831353	477006	8	0.678671	0.000983			
All Reads	UNIQUE	67	6363395	373738	8	0.654411	0.00107			
All Reads	UNIQUE	68	5089284	289430	8	0.633664	0.001178			
All Reads	UNIQUE	69	4074158	224045	8	0.61273	0.001294			
All Reads	UNIQUE	70	3269564	174012	8	0.593009	0.001422			
All Reads	UNIQUE	71	2617980	135020	8	0.574651	0.001564			
All Reads	UNIQUE	72	2117944	105742	8	0.556295	0.001711			
All Reads	UNIQUE	73	1728380	83015	8	0.535167	0.001857			
All Reads	UNIQUE	74	1425788	66416	8	0.519027	0.002014			
All Reads	UNIQUE	75	1200072	54650	8	0.507405	0.002171			
All Reads	UNIQUE	76	1034915	45597	7	0.490912	0.002299			
All Reads	UNIQUE	77	911308	37809	7	0.462277	0.002377			
All Reads	UNIQUE	78	811087	31371	7	0.430956	0.002433			
All Reads	UNIQUE	79	708223	25693	7	0.404219	0.002522			
All Reads	UNIQUE	80	604166	20578	7	0.379506	0.002646			
All Reads	UNIQUE	81	508396	16078	7	0.352372	0.002779			
All Reads	UNIQUE	82	426951	12423	7	0.324206	0.002909			
All Reads	UNIQUE	83	351300	9534	7	0.302391	0.003097			
All Reads	UNIQUE	84	272651	6751	7	0.275888	0.003358			
All Reads	UNIQUE	85	197877	4858	7	0.273548	0.003925			
All Reads	UNIQUE	86	132088	3358	7	0.283263	0.004888			
All Reads	UNIQUE	87	86165	2332	7	0.301557	0.006245			
All Reads	UNIQUE	88	59409	1452	6	0.272324	0.007147			
All Reads	UNIQUE	89	38378	937	6	0.272038	0.008887			
All Reads	UNIQUE	90	25093	603	6	0.267754	0.010904			
All Reads	UNIQUE	91	16061	344	6	0.238648	0.012867			
All Reads	UNIQUE	92	9569	220	7	0.25617	0.017271			
All Reads	UNIQUE	93	6011	119	7	0.220583	0.020221			
All Reads	UNIQUE	94	3424	58	7	0.188741	0.024783			
All Reads	UNIQUE	95	1675	29	7	0.19291	0.035823			
All Reads	UNIQUE	96	986	15	6	0.169507	0.043766			
All Reads	UNIQUE	97	658	3	2	0.0508	0.02933			
All Reads	UNIQUE	98	328	2	2	0.06794	0.048041			
All Reads	UNIQUE	99	133	0	0	0	0			
All Reads	UNIQUE	100	339	0	0	0	0			


